molecule_chembl_id,canonical_smiles,standard_value,0
CHEMBL4114874,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccc(Cl)cc3)ncc12,160.4,active
CHEMBL3905854,COc1n[nH]c2cc(NC(=O)NCc3cccnc3N(C)C)ncc12,300.4,active
CHEMBL3965054,COc1n[nH]c2cc(NC(=O)NC(C)c3ccc(F)c(F)c3)ncc12,77.9,active
CHEMBL4111406,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccc(Cl)c(C)c3)ncc12,73.3,active
CHEMBL4115279,COC(C)(C)COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)ncc12,27.8,active
CHEMBL4115357,C[C@@H](NC(=O)Nc1cc2[nH]nc(OC3CCNC3)c2cn1)c1ccccc1,109.5,active
CHEMBL4109902,C[C@@H](NC(=O)Nc1cc2[nH]nc(OCCN(C)C)c2cn1)c1ccccc1,100.7,active
CHEMBL4112065,CCC(O)COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)ncc12,7.5,active
CHEMBL4110670,C[C@@H](NC(=O)Nc1cc2[nH]nc(OCC(O)CO)c2cn1)c1ccccc1,1.9,active
CHEMBL4112635,C[C@@H](NC(=O)Nc1cc2[nH]nc(OCC3CCOCC3)c2cn1)c1ccccc1,1.6,active
CHEMBL3924351,C[C@@H](CO)COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)ncc12,3.1,active
CHEMBL4109539,C[C@@H](NC(=O)Nc1cc2[nH]nc(OCC3CCOC3)c2cn1)c1ccccc1,5.4,active
CHEMBL4113603,C[C@@H](NC(=O)Nc1cc2[nH]nc(OCC(O)CF)c2cn1)c1ccccc1,3.1,active
CHEMBL4110415,C[C@@H](NC(=O)Nc1cc2[nH]nc(OCc3cncs3)c2cn1)c1ccccc1,1.9,active
CHEMBL4113234,C[C@@H](NC(=O)Nc1cc2[nH]nc(OCC3CCCCO3)c2cn1)c1ccccc1,16.8,active
CHEMBL4115073,Cc1cc(COc2n[nH]c3cc(NC(=O)N[C@H](C)c4ccccc4)ncc23)on1,2.4,active
CHEMBL4111991,C[C@@H](NC(=O)Nc1cc2[nH]nc(OCCn3cccn3)c2cn1)c1ccccc1,8.7,active
CHEMBL4115530,Cc1nccn1CCOc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)ncc12,2.9,active
CHEMBL4113726,C[C@@H](NC(=O)Nc1cc2[nH]nc(OCC3CCCO3)c2cn1)c1ccccc1,19.8,active
CHEMBL4113063,C[C@@H](NC(=O)Nc1cc2[nH]nc(OC[C@H]3CCC(=O)N3)c2cn1)c1ccccc1,3.2,active
CHEMBL4109803,C[C@@H](NC(=O)Nc1cc2[nH]nc(OCCN3CCCC3=O)c2cn1)c1ccccc1,5.5,active
CHEMBL4115615,C[C@@H](NC(=O)Nc1cc2[nH]nc(OCCC3CCCCN3)c2cn1)c1ccccc1,211.1,active
CHEMBL4108715,C[C@@H](NC(=O)Nc1cc2[nH]nc(OC[C@@H]3CCC(=O)N3)c2cn1)c1ccccc1,17.3,active
CHEMBL4107334,C[C@@H](NC(=O)Nc1cc2[nH]nc(OCc3cscn3)c2cn1)c1ccccc1,85.7,active
CHEMBL4112402,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccc(Cl)cc3)nc(CO)c12,2.2,active
CHEMBL4111099,C[C@@H](NC(=O)Nc1cc2[nH]nc(OC3CCOC3)c2cn1)c1ccccc1,6.4,active
CHEMBL4110284,COC[C@@H](NC(=O)Nc1cc2[nH]nc(OC3CCOC3)c2cn1)c1ccccc1,1.8,active
CHEMBL4111589,COc1n[nH]c2cc(NC(=O)N[C@H](C)C3CCCCC3)nc(CO)c12,9.2,active
CHEMBL3946516,COc1n[nH]c2cc(NC(=O)NC3CNc4ccccc4C3)nc(CO)c12,84.0,active
CHEMBL3918662,CCOc1ncccc1CNC(=O)Nc1cc2[nH]nc(OC)c2c(CO)n1,324.8,active
CHEMBL3941166,COc1n[nH]c2cc(NC(=O)NCc3ccccc3OC(F)F)nc(CO)c12,28.2,active
CHEMBL3909735,COc1ccccc1CNC(=O)Nc1cc2[nH]nc(OC)c2c(CO)n1,49.7,active
CHEMBL3932165,COc1cccc(F)c1CNC(=O)Nc1cc2[nH]nc(OC)c2c(CO)n1,17.4,active
CHEMBL4110919,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3cccc(F)c3)nc(CO)c12,1.6,active
CHEMBL4108533,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccc(F)c(Cl)c3)nc(CO)c12,1.5,active
CHEMBL4111605,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3cccc(Cl)c3)nc(CO)c12,1.5,active
CHEMBL4113515,CC[C@@H](NC(=O)Nc1cc2[nH]nc(OC)c2c(CO)n1)c1ccc(Cl)cc1,5.3,active
CHEMBL4107801,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccc(Cl)c(Cl)c3)nc(CO)c12,1.2,active
CHEMBL3933660,COc1n[nH]c2cc(NC(=O)NCc3cccnc3N(C)C)nc(CO)c12,544.3,active
CHEMBL3902183,COc1n[nH]c2cc(NC(=O)NC(C)c3ccc(F)c(F)c3)nc(CO)c12,4.0,active
CHEMBL4108276,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccc(Cl)c(C)c3)nc(CO)c12,1.1,active
CHEMBL4108153,COC[C@@H](C)NC(=O)Nc1cc2[nH]nc(OC)c2c(CO)n1,614.3,active
CHEMBL3977327,COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccc3)C3(O)CCCC3)nc(CO)c12,2.9,active
CHEMBL4112209,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccc(Cl)cc3)nc([C@H](C)O)c12,30.2,active
CHEMBL4109965,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3cccc(Cl)c3)nc([C@H](C)O)c12,13.7,active
CHEMBL4109188,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3cccc(F)c3)nc([C@H](C)O)c12,30.9,active
CHEMBL4111796,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccc(F)c(Cl)c3)nc([C@H](C)O)c12,18.5,active
CHEMBL4110396,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccc(Cl)c(Cl)c3)nc([C@H](C)O)c12,7.4,active
CHEMBL3975400,COc1n[nH]c2cc(NC(=O)NC(C)c3ccc(F)c(F)c3)nc([C@H](C)O)c12,47.8,active
CHEMBL4114073,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccc(Cl)c(C)c3)nc([C@H](C)O)c12,10.4,active
CHEMBL3931618,COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccc3)C3(O)CCCC3)nc([C@H](C)O)c12,6.2,active
CHEMBL3955719,COC[C@@H](NC(=O)Nc1cc2[nH]nc(OC)c2c([C@H](C)O)n1)c1ccc(F)cc1,42.5,active
CHEMBL3890995,COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccc3)[C@H]3CCCO3)nc([C@H](C)O)c12,96.6,active
CHEMBL3969395,CCC(NC(=O)Nc1cc2[nH]nc(OC)c2c(CO)n1)c1ccccn1,206.1,active
CHEMBL3945978,COCC(NC(=O)Nc1cc2[nH]nc(OC)c2c(CO)n1)c1ccccn1,1378.0,intermediate
CHEMBL4112761,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccc(Cl)c(F)c3)nc(CO)c12,1.6,active
CHEMBL3908114,COc1n[nH]c2cc(NC(=O)N[C@@H]3CN(C)C[C@H]3c3ccccc3)nc(CO)c12,1.6,active
CHEMBL4110160,COc1n[nH]c2cc(NC(=O)N[C@H]3CN(C)C[C@@H]3c3ccccc3)nc(CO)c12,68.9,active
CHEMBL4108870,COc1n[nH]c2cc(NC(=O)N[C@@H]3CN(C)C[C@H]3OC)nc(CO)c12,104.6,active
CHEMBL4110959,CCO[C@@H]1CN(C)C[C@H]1NC(=O)Nc1cc2[nH]nc(OC)c2c(CO)n1,39.8,active
CHEMBL4108046,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccc(Cl)c(C(F)(F)F)c3)nc(CO)c12,4.6,active
CHEMBL4112301,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccc(Cl)c(OC(F)(F)F)c3)nc(CO)c12,61.3,active
CHEMBL4111415,COc1cc([C@@H](C)NC(=O)Nc2cc3[nH]nc(OC)c3c(CO)n2)ccc1Cl,2.0,active
CHEMBL4107991,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccc(Cl)c(O)c3)nc(CO)c12,0.5,active
CHEMBL4110448,COc1n[nH]c2cc(NC(=O)N[C@H](CO)c3ccc(Cl)c(Cl)c3)nc(CO)c12,1583.0,intermediate
CHEMBL3910236,COC(=O)[C@@H](NC(=O)Nc1cc2[nH]nc(OC)c2c(CO)n1)c1ccc(F)cc1,958.3,active
CHEMBL3929819,COc1n[nH]c2cc(NC(=O)NC(c3ccc(F)c(F)c3)C(C)(C)O)nc(CO)c12,2.1,active
CHEMBL3972370,COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccc(Cl)cc3)C(C)(C)O)nc(CO)c12,1.4,active
CHEMBL4106719,COc1n[nH]c2cc(NC(=O)N[C@H](c3ccc(Cl)cc3)C(C)(C)O)nc(CO)c12,113.1,active
CHEMBL4113599,COc1n[nH]c2cc(NC(=O)N[C@H](c3ccc(Cl)c(Cl)c3)C(C)(C)O)nc(CO)c12,32.3,active
CHEMBL3928337,COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccc3)c3ccnn3C)nc(CO)c12,10.7,active
CHEMBL4110997,COc1n[nH]c2cc(NC(=O)N[C@H](c3ccccc3)c3ccnn3C)nc(CO)c12,106.0,active
CHEMBL3933794,COC(=O)[C@@H](NC(=O)Nc1cc2[nH]nc(OC)c2c(CO)n1)c1ccccn1,105.4,active
CHEMBL4108807,COC(=O)[C@H](NC(=O)Nc1cc2[nH]nc(OC)c2c(CO)n1)c1ccccn1,67.0,active
CHEMBL3909324,COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccn3)C(C)(C)O)nc(CO)c12,164.4,active
CHEMBL4108015,COc1n[nH]c2cc(NC(=O)N[C@H](c3ccccn3)C(C)(C)O)nc(CO)c12,1013.0,intermediate
CHEMBL3924000,COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccc(F)c(Cl)c3)C(C)(C)O)nc(CO)c12,2.2,active
CHEMBL3892731,COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccc(F)c(C)c3)C(C)(C)O)nc(CO)c12,0.4,active
CHEMBL4108336,COc1n[nH]c2cc(NC(=O)N[C@H](c3ccc(F)c(C)c3)C(C)(C)O)nc(CO)c12,148.8,active
CHEMBL3921649,COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccc(F)c(F)c3)C(C)(C)O)nc(CO)c12,0.8,active
CHEMBL4115481,COc1n[nH]c2cc(NC(=O)N[C@H](c3ccc(F)c(F)c3)C(C)(C)O)nc(CO)c12,182.9,active
CHEMBL4114644,CCOc1n[nH]c2c(F)c(NC(=O)N[C@H](COC)c3ccccc3)ncc12,2.2,active
CHEMBL4108802,CCOc1n[nH]c2c(F)c(NC(=O)N[C@H](COC)c3ccc(F)cc3)ncc12,3.9,active
CHEMBL4110068,CCOc1n[nH]c2c(F)c(NC(=O)N[C@H](C)c3ccc(F)cc3)ncc12,9.0,active
CHEMBL4113590,COc1n[nH]c2cc(NC(=O)N[C@H]3c4ccccc4C[C@H]3O)ncc12,71.6,active
CHEMBL3956757,COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccc3)[C@@H](O)C(C)C)ncc12,44.9,active
CHEMBL4108801,COc1n[nH]c2cc(NC(=O)N[C@H](c3ccccc3)[C@@H](O)C(C)C)ncc12,1108.0,intermediate
CHEMBL4113367,COc1n[nH]c2cc(NC(=O)N[C@H](c3ccccc3)[C@H](O)C(C)C)ncc12,2221.0,intermediate
CHEMBL4110874,COc1n[nH]c2cc(NC(=O)N[C@H](c3ccccc3)[C@H](O)CO)ncc12,1254.0,intermediate
CHEMBL4106855,COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccc3)[C@H](O)CO)ncc12,3.5,active
CHEMBL3916027,COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccc3)[C@@H](O)CO)ncc12,3.9,active
CHEMBL4113449,COc1n[nH]c2cc(NC(=O)N[C@H](c3ccccc3)[C@@H](O)C(C)C)nc(CO)c12,41.9,active
CHEMBL3953831,COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccc3)[C@H](O)C(C)C)nc(CO)c12,1172.0,intermediate
CHEMBL3955902,COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccc3)[C@@H](O)C(C)C)nc(CO)c12,63.9,active
CHEMBL3981296,COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccc3)[C@@H](O)CN3CCOCC3)ncc12,10.2,active
CHEMBL3904162,CCOc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccc3)[C@@H](O)COC)ncc12,2.2,active
CHEMBL4114357,CCOc1n[nH]c2cc(NC(=O)N[C@H](c3ccccc3)[C@H](O)COC)ncc12,821.2,active
CHEMBL4107805,C[C@@H](NC(=O)Nc1cc2[nH]nc(OCCO)c2cn1)c1ccccc1,1.6,active
CHEMBL4114438,C[C@@H](NC(=O)Nc1cc2[nH]nc(OCCO)c2cn1)c1ccc(F)cc1,1.2,active
CHEMBL4111414,COC[C@@H](NC(=O)Nc1cc2[nH]nc(OCCO)c2cn1)c1ccc(F)cc1,1.5,active
CHEMBL4109658,O=C(Nc1cc2[nH]nc(OCCO)c2cn1)N[C@H](COC(F)F)c1ccccc1,1.4,active
CHEMBL4107602,C[C@@H](NC(=O)Nc1cc2[nH]nc(OC[C@H](O)C(F)(F)F)c2cn1)c1ccccc1,8.1,active
CHEMBL4113826,C[C@@H](NC(=O)Nc1cc2[nH]nc(OC[C@@H](O)C(F)(F)F)c2cn1)c1ccccc1,32.9,active
CHEMBL4109208,COCc1nc(NC(=O)N[C@H](C)c2ccc(F)cc2)cc2[nH]nc(OC)c12,11.4,active
CHEMBL4112005,COCc1nc(NC(=O)N[C@H](COC)c2ccc(F)cc2)cc2[nH]nc(OC)c12,17.1,active
CHEMBL4110859,COCc1nc(NC(=O)N[C@H](COC)c2ccccc2)cc2[nH]nc(OC)c12,15.0,active
CHEMBL4115359,COCc1nc(NC(=O)N[C@H](COC(F)F)c2ccccc2)cc2[nH]nc(OC)c12,8.6,active
CHEMBL3897629,C[C@H](O)COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)ncc12,6.3,active
CHEMBL4111140,C[C@@H](O)COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)ncc12,5.3,active
CHEMBL4107021,COCc1nc(NC(=O)N[C@@H](c2ccccc2)[C@H]2CCCO2)cc2[nH]nc(OC)c12,133.9,active
CHEMBL3934614,COCCNC(=O)Nc1cc2[nH]nc(OC)c2c(COC)n1,524.6,active
CHEMBL4111402,COCc1nc(NC(=O)N[C@H](CO)c2ccccc2)cc2[nH]nc(OC)c12,7.7,active
CHEMBL3943581,CCOc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccc3)C(C)(C)O)ncc12,0.9,active
CHEMBL4114281,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc(OC)c12,2.3,active
CHEMBL4110521,CNC(=O)OCc1nc(NC(=O)N[C@H](C)c2ccccc2)cc2[nH]nc(OC)c12,8.9,active
CHEMBL3895406,CC(C)(O)[C@@H](NC(=O)Nc1cc2[nH]nc(OCCOC(F)F)c2cn1)c1ccc(F)cc1,0.5,active
CHEMBL3966700,CC(C)(O)[C@@H](NC(=O)Nc1cc2[nH]nc(OCCOC(F)F)c2cn1)c1ccccc1,0.4,active
CHEMBL4114532,O=C(Nc1cc2[nH]nc(OCCOC(F)F)c2cn1)N[C@H](CO)c1ccccc1,0.6,active
CHEMBL3971980,CC(C)(O)[C@@H](NC(=O)Nc1cc2[nH]nc(OCCO)c2cn1)c1ccc(F)cc1,0.5,active
CHEMBL3937971,CC(C)(O)[C@@H](NC(=O)Nc1cc2[nH]nc(OCCO)c2cn1)c1ccccc1,0.7,active
CHEMBL4114143,O=C(Nc1cc2[nH]nc(OCCO)c2cn1)N[C@H](CO)c1ccccc1,0.5,active
CHEMBL4108615,C[C@@H](O)[C@@H](NC(=O)Nc1cc2[nH]nc(OCCOC(F)F)c2cn1)c1ccc(F)cc1,0.9,active
CHEMBL4107375,C[C@@H](O)[C@@H](NC(=O)Nc1cc2[nH]nc(OCCOC(F)F)c2cn1)c1ccccc1,0.6,active
CHEMBL3956572,C[C@H](O)[C@@H](NC(=O)Nc1cc2[nH]nc(OCCOC(F)F)c2cn1)c1ccccc1,0.4,active
CHEMBL4115146,C[C@@H](O)[C@@H](NC(=O)Nc1cc2[nH]nc(OCCO)c2cn1)c1ccccc1,0.5,active
CHEMBL4107858,COCCOc1n[nH]c2cc(NC(=O)N[C@@H](c3ccc(F)cc3)[C@@H](C)O)ncc12,0.8,active
CHEMBL3947239,COCCOc1n[nH]c2cc(NC(=O)N[C@@H](c3ccc(F)cc3)[C@H](C)O)ncc12,0.6,active
CHEMBL4110555,COC[C@@H](NC(=O)Nc1cc2[nH]nc(OCCO)c2cn1)c1ccccc1,1.6,active
CHEMBL4114279,CCOc1n[nH]c2cc(NC(=O)N[C@@H](c3ccc(F)cc3)[C@@H](C)O)ncc12,0.6,active
CHEMBL4111428,CCOc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccc3)[C@@H](C)O)ncc12,1.3,active
CHEMBL4109593,CC(C)(O)[C@@H](NC(=O)Nc1cc2[nH]nc(OC[C@@H](O)C(F)(F)F)c2cn1)c1ccccc1,1.1,active
CHEMBL3924896,CC(C)(O)[C@@H](NC(=O)Nc1cc2[nH]nc(OC[C@H](O)C(F)(F)F)c2cn1)c1ccccc1,0.7,active
CHEMBL4111496,O=C(Nc1cc2[nH]nc(OC[C@@H](O)C(F)(F)F)c2cn1)N[C@H](CO)c1ccccc1,2.0,active
CHEMBL4113148,O=C(Nc1cc2[nH]nc(OC[C@H](O)C(F)(F)F)c2cn1)N[C@H](CO)c1ccccc1,0.5,active
CHEMBL4110223,O=C(Nc1cc2[nH]nc(OCCOC(F)(F)F)c2cn1)N[C@H](CO)c1ccccc1,1.0,active
CHEMBL3930671,C[C@H](O)[C@@H](NC(=O)Nc1cc2[nH]nc(OCCOC(F)F)c2cn1)c1ccc(F)cc1,0.4,active
CHEMBL3953044,C[C@H](O)[C@@H](NC(=O)Nc1cc2[nH]nc(OCCO)c2cn1)c1ccccc1,0.6,active
CHEMBL4110157,COc1n[nH]c2cc(NC(=O)N[C@@H]3CN(C)[C@@H](C(F)F)[C@H]3c3ccccc3)ncc12,213.7,active
CHEMBL4113745,CCOc1n[nH]c2cc(NC(=O)N[C@@H]3CN(C)[C@@H](C(F)F)[C@H]3c3ccccc3)ncc12,43.2,active
CHEMBL4113966,COc1n[nH]c2cc(NC(=O)N[C@H](CSC)c3ccccc3)ncc12,3.8,active
CHEMBL4112820,CCOc1n[nH]c2cc(NC(=O)N[C@H](CSC)c3ccccc3)ncc12,1.1,active
CHEMBL4106604,COc1n[nH]c2cc(NC(=O)N[C@H](COC(F)F)c3ccccc3)ncc12,5.5,active
CHEMBL4109298,CCOc1n[nH]c2cc(NC(=O)N[C@H](COC(F)F)c3ccccc3)ncc12,1.3,active
CHEMBL4109053,COc1n[nH]c2cc(NC(=O)N[C@H](CS(C)(=O)=O)c3ccccc3)ncc12,25.4,active
CHEMBL4108519,COc1n[nH]c2cc(NC(=O)N[C@@H]3CN(C)[C@H](C(F)F)[C@H]3c3ccccc3)ncc12,7.6,active
CHEMBL4111215,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc(CN3CCOC3=O)c12,2.7,active
CHEMBL4109102,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc(CN3CCCC3=O)c12,140.0,active
CHEMBL4113171,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc(COC3COC3)c12,14.7,active
CHEMBL4106935,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccc(F)cc3)nc(CO)c12,2.5,active
CHEMBL4113275,COC[C@@H](NC(=O)Nc1cc2[nH]nc(OC)c2c(CO)n1)c1ccccc1,10.1,active
CHEMBL4114286,COC[C@@H](NC(=O)Nc1cc2[nH]nc(OC)c2c(CO)n1)c1ccc(F)cc1,9.3,active
CHEMBL4106628,COc1n[nH]c2cc(NC(=O)N[C@H](COC(F)F)c3ccccc3)nc(CO)c12,8.6,active
CHEMBL4109524,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc(-c3ccnc(C)n3)c12,8.9,active
CHEMBL4110065,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc(-c3ccn(C)n3)c12,15.2,active
CHEMBL4112362,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc(-c3ccnn3C)c12,23.7,active
CHEMBL3954207,CCOc1n[nH]c2cc(NC(=O)N[C@@H](c3ccc(F)cc3)C(C)(C)O)ncc12,0.5,active
CHEMBL4110228,COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccc3)[C@@H](C)O)nc(CO)c12,2.2,active
CHEMBL3959483,COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccc3)[C@H](C)O)nc(CO)c12,4.1,active
CHEMBL4114003,COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccc(F)cc3)[C@@H](C)O)nc(CO)c12,3.2,active
CHEMBL3970548,COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccc(F)cc3)[C@H](C)O)nc(CO)c12,3.4,active
CHEMBL3899365,CCOc1n[nH]c2cc(NC(=O)N[C@@H](c3ccc(F)cc3)C(C)(C)O)nc(CO)c12,0.4,active
CHEMBL3981912,CCOc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccc3)C(C)(C)O)nc(CO)c12,0.4,active
CHEMBL4113494,CCOc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccc3)[C@@H](C)O)nc(CO)c12,0.4,active
CHEMBL4113717,CCOc1n[nH]c2cc(NC(=O)N[C@@H](c3ccc(F)cc3)[C@@H](C)O)nc(CO)c12,0.3,active
CHEMBL3918549,COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccc3)C(C)(C)O)nc(C(F)F)c12,2.4,active
CHEMBL3904955,CCOc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccc3)C(C)(C)O)nc(C(F)F)c12,0.8,active
CHEMBL3978911,CC(C)(O)[C@@H](NC(=O)Nc1cc2[nH]nc(OCCOC(F)(F)F)c2cn1)c1ccccc1,0.8,active
CHEMBL4106653,C[C@@H](NC(=O)Nc1cc2[nH]nc(SC(F)(F)F)c2cn1)c1ccccc1,86.9,active
CHEMBL3955438,CC(C)(O)[C@@H](NC(=O)Nc1cc2[nH]nc(SC(F)(F)F)c2cn1)c1ccccc1,3.0,active
CHEMBL4112785,C[C@@H](NC(=O)Nc1cc2[nH]nc(OCc3ccccn3)c2cn1)c1ccc(F)cc1,3.0,active
CHEMBL4107299,COCC(C)Oc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccc(F)cc3)ncc12,9.2,active
CHEMBL4113761,COC[C@@H](NC(=O)Nc1cc2[nH]nc(OCc3ccccn3)c2cn1)c1ccccc1,1.3,active
CHEMBL4109243,CC(C)Oc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccc(F)cc3)ncc12,10.2,active
CHEMBL4112419,C[C@@H](NC(=O)Nc1cc2[nH]nc(OCCOC(F)(F)F)c2cn1)c1ccc(F)cc1,31.1,active
CHEMBL4114976,COCCOc1n[nH]c2cc(NC(=O)N[C@H](COC)c3ccc(F)cc3)ncc12,1.4,active
CHEMBL4111959,COC[C@@H](NC(=O)Nc1cc2[nH]nc(Oc3ccccc3)c2cn1)c1ccccc1,167.7,active
CHEMBL4111973,C[C@@H](NC(=O)Nc1cc2[nH]nc(OCc3cccnc3)c2cn1)c1ccc(F)cc1,1.7,active
CHEMBL4114185,C[C@@H](NC(=O)Nc1cc2[nH]nc(OCc3ccncc3)c2cn1)c1ccc(F)cc1,1.4,active
CHEMBL3964047,COc1n[nH]c2cc(NC(=O)NC(c3ccccc3)c3ccoc3)ncc12,63.4,active
CHEMBL4114513,CNCc1nc(NC(=O)N[C@H](C)c2ccccc2)cc2[nH]nc(OC)c12,970.0,active
CHEMBL4111452,CCOCc1nc(NC(=O)N[C@H](C)c2ccccc2)cc2[nH]nc(OC)c12,22.2,active
CHEMBL4108772,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc(Cn3cccn3)c12,32.1,active
CHEMBL4112481,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc(COCCO)c12,4.5,active
CHEMBL4109961,COc1cnn(Cc2nc(NC(=O)N[C@H](C)c3ccccc3)cc3[nH]nc(OC)c23)c1,23.4,active
CHEMBL4111940,COc1ccn(Cc2nc(NC(=O)N[C@H](C)c3ccccc3)cc3[nH]nc(OC)c23)n1,68.6,active
CHEMBL4113899,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc(Cn3ccnn3)c12,8.4,active
CHEMBL4106840,CCOc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc(CO)c12,1.0,active
CHEMBL4110942,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc(Cn3ccnc3)c12,9.6,active
CHEMBL4113457,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc(CO[C@@H]3CCC[C@@H]3O)c12,49.4,active
CHEMBL4111200,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc(COCC(C)O)c12,19.3,active
CHEMBL4110014,CCOc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc([C@H](C)O)c12,12.7,active
CHEMBL4108190,CCOc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc([C@@H](C)O)c12,1.2,active
CHEMBL4111138,CCOc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccc(F)cc3)nc([C@@H](C)O)c12,1.7,active
CHEMBL4106534,CCOc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccc(F)cc3)nc([C@H](C)O)c12,13.6,active
CHEMBL4110097,COCCOc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc([C@@H](C)O)c12,7.2,active
CHEMBL4112910,COCCOc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc([C@H](C)O)c12,0.8,active
CHEMBL4110724,COCCOc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc(CO)c12,0.3,active
CHEMBL4107533,C[C@@H](NC(=O)Nc1cc2[nH]nc(OC3CCOC3)c2c(CO)n1)c1ccccc1,0.5,active
CHEMBL3920606,CC(C)(O)[C@@H](NC(=O)Nc1cc2[nH]nc(OCCOC(F)F)c2c(CO)n1)c1ccc(F)cc1,0.3,active
CHEMBL4109763,C[C@@H](O)[C@@H](NC(=O)Nc1cc2[nH]nc(OCCOC(F)F)c2c(CO)n1)c1ccccc1,0.4,active
CHEMBL4109158,C[C@@H](O)[C@@H](NC(=O)Nc1cc2[nH]nc(OCCOC(F)F)c2c(CO)n1)c1ccc(F)cc1,0.5,active
CHEMBL3929367,Cc1nc(NC(=O)N[C@@H](c2ccccc2)C(C)(C)O)cc2[nH]nc(OCCO)c12,0.4,active
CHEMBL4111460,CCOC[C@@H](NC(=O)Nc1cc2[nH]nc(OC)c2cn1)c1ccccc1,4.7,active
