molecule_chembl_id,canonical_smiles,standard_value,0
CHEMBL3658687,CCO[C@H]1CN(C)C[C@@H]1NC(=O)Nc1cc2[nH]nc(-c3ccc(F)cc3)c2cn1,0.5209,active
CHEMBL3658688,CCO[C@@H]1CN(C)C[C@H]1NC(=O)Nc1cc2[nH]nc(-c3ccc(F)cc3)c2cn1,25.44,active
CHEMBL3658689,CN1CC[C@@H](CNC(=O)Nc2cc3[nH]nc(-c4ccc(F)cc4)c3cn2)C1,0.9863,active
CHEMBL3658690,CN1CC[C@H](CNC(=O)Nc2cc3[nH]nc(-c4ccc(F)cc4)c3cn2)C1,1.174,active
CHEMBL3658691,COC[C@H](NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1)c1ccc(F)cc1,9.826,active
CHEMBL3658692,COC[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1)c1ccc(F)cc1,0.223,active
CHEMBL3658693,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@@H]4CNC[C@H]4F)ncc23)ccn1,3.959,active
CHEMBL3658694,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@@H]4CCN(CC(F)(F)F)C4)ncc23)ccn1,3.539,active
CHEMBL3658695,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H]4CCN(CC(F)(F)F)C4)ncc23)ccn1,0.4475,active
CHEMBL3658696,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H]4CN(C)C[C@@H]4F)ncc23)ccn1,1.574,active
CHEMBL3658697,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(C)c4ccc(F)c(F)c4)ncc23)ccn1,56.5,active
CHEMBL3658698,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@@H]4CN(CC(F)(F)F)C[C@H]4c4ccccc4)ncc23)ccn1,3.057,active
CHEMBL3658699,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4c5ccccc5CC4O)ncc23)ccn1,1.336,active
CHEMBL3658700,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cccc(-c5ccccc5)c4)ncc23)ccn1,3.381,active
CHEMBL3658701,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(CCO)c4ccccc4)ncc23)ccn1,0.3329,active
CHEMBL3658702,Cc1cc(-c2n[nH]c3cc(NC4NC(c5ccccc5)CN(C)O4)ncc23)ccn1,0.7388,active
CHEMBL3658703,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(CO)c4cccnc4)ncc23)ccn1,1.029,active
CHEMBL3658704,Cc1cc(-c2n[nH]c3cc(NC(=O)Nc4noc5ccccc45)ncc23)ccn1,1.403,active
CHEMBL3658705,Cc1ccc(C(C)NC(=O)Nc2cc3[nH]nc(-c4ccnc(C)c4)c3cn2)nc1,6.078,active
CHEMBL3658706,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@@H](C)c4ccc(Cl)c(C)c4)ncc23)ccn1,722.7,active
CHEMBL3658707,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H](C)c4ccc(Cl)c(C)c4)ncc23)ccn1,2.914,active
CHEMBL3658708,Cc1ccc(C2(NC(=O)Nc3cc4[nH]nc(-c5ccnc(C)c5)c4cn3)CC2)cc1,40.92,active
CHEMBL3658709,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4(c5ccc(F)cc5)CC4)ncc23)ccn1,18.66,active
CHEMBL3658710,CCC(NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1)c1ccc(Cl)cc1,3.148,active
CHEMBL3658711,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H](CO)c4ccc(F)cc4)ncc23)ccn1,88.21,active
CHEMBL3658712,CCC(NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1)c1ccccn1,1.344,active
CHEMBL3658713,COCC(NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1)c1ccccn1,2.164,active
CHEMBL3658714,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(C)c4ncccc4C)ncc23)ccn1,6.569,active
CHEMBL3658715,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4(c5ccccc5)CC4)ncc23)ccn1,10.56,active
CHEMBL3658716,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4(c5ccccn5)CC4)ncc23)ccn1,91.93,active
CHEMBL3658717,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4(c5ccncc5)CCC4)ncc23)ccn1,30.22,active
CHEMBL3639575,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(CCN(C)C)c4ccccn4)ncc23)ccn1,1.558,active
CHEMBL3658718,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(CF)c4ccccc4)ncc23)ccn1,0.4741,active
CHEMBL3658719,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4(c5ccccn5)CCC4)ncc23)ccn1,1.537,active
CHEMBL3658720,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4(c5ccncc5)CC4)ncc23)ccn1,129.8,active
CHEMBL3658721,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(C)(C)c4ccccn4)ncc23)ccn1,106.2,active
CHEMBL3658722,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4(c5ccccn5)CCCC4)ncc23)ccn1,137.2,active
CHEMBL3658723,COc1ccc(C2(NC(=O)Nc3cc4[nH]nc(-c5ccnc(C)c5)c4cn3)CC2)cc1,9.272,active
CHEMBL3658724,Cc1cc(-c2n[nH]c3cc(NC(=O)Nc4noc5cnccc45)ncc23)ccn1,0.3776,active
CHEMBL3658725,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(CN)c4ccccc4)ncc23)ccn1,0.2316,active
CHEMBL3658726,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H](CO)c4cccc5cc[nH]c45)ncc23)ccn1,0.288,active
CHEMBL3658727,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@@H](CO)c4cccc5cc[nH]c45)ncc23)ccn1,25.94,active
CHEMBL3658728,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(C)c4ccc(F)cn4)ncc23)ccn1,1.662,active
CHEMBL3658729,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(CO)c4cc(F)cc(F)c4)ncc23)ccn1,0.6026,active
CHEMBL3658730,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cccc(NS(C)(=O)=O)c4)ncc23)ccn1,0.3398,active
CHEMBL3658731,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H]4[C@@H]5CC[C@@H](O5)[C@H]4CO)ncc23)ccn1,4.511,active
CHEMBL3658732,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccc5[nH]cnc5c4)ncc23)ccn1,2.794,active
CHEMBL3658733,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccc5c(c4)CNC5=O)ncc23)ccn1,1.411,active
CHEMBL3658734,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC4CC(C)(C)OC(C)(C)C4)ncc23)ccn1,1.445,active
CHEMBL3658735,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccc(-c5ncc[nH]5)cc4)ncc23)ccn1,58.97,active
CHEMBL3658736,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cccc(-c5ncc[nH]5)c4)ncc23)ccn1,1.328,active
CHEMBL3658737,Cc1cc(-c2n[nH]c3cc(NC(=O)NCCC4COc5ccccc5O4)ncc23)ccn1,1.066,active
CHEMBL3658738,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H]4CN[C@H](c5ccccc5)C4)ncc23)ccn1,350.9,active
CHEMBL3658739,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(C)c4ccc(-n5cncn5)cc4)ncc23)ccn1,12.75,active
CHEMBL3658740,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(C)c4ccc(S(C)(=O)=O)cc4)ncc23)ccn1,0.5815,active
CHEMBL3658741,Cc1cc(-c2n[nH]c3cc(NC(=O)NCCc4nc5ccccc5[nH]4)ncc23)ccn1,0.4776,active
CHEMBL3658742,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(CCN4CCCC4)c4ccncc4)ncc23)ccn1,55.65,active
CHEMBL3658743,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(c4ccccc4)C(F)F)ncc23)ccn1,1.507,active
CHEMBL3658744,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4CCCC(O)C4)ncc23)ccn1,6.177,active
CHEMBL3658745,CC(=O)OC1CCCC(NC(=O)Nc2cc3[nH]nc(-c4ccnc(C)c4)c3cn2)C1,6.712,active
CHEMBL3658746,Cc1cc(-c2n[nH]c3cc(NC(=O)NCCc4nc5ccccc5n4C)ncc23)ccn1,6.259,active
CHEMBL3658747,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H]4CCCC(F)(F)[C@@H]4O)ncc23)ccn1,13.29,active
CHEMBL3658748,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC(c4ccccn4)N4CCOCC4)ncc23)ccn1,24.71,active
CHEMBL3658749,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC(c4ccccc4)C4(O)CCOCC4)ncc23)ccn1,0.939,active
CHEMBL3658750,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC(c4ccccc4)N4CCCCC4)ncc23)ccn1,4.944,active
CHEMBL3658751,Cc1cc(-c2n[nH]c3cc(NC(=O)NCCC4CCOC4)ncc23)ccn1,4.425,active
CHEMBL3658752,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC4(O)CCN(C)CC4)ncc23)ccn1,6.66,active
CHEMBL3658753,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC(O)C4CCCCC4)ncc23)ccn1,4.107,active
CHEMBL3658754,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4nccc5ccccc45)ncc23)ccn1,2.757,active
CHEMBL3658755,Cc1ccc2nc(CNC(=O)Nc3cc4[nH]nc(-c5ccnc(C)c5)c4cn3)cn2c1,22.22,active
CHEMBL3658756,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cn5c(C)cccc5n4)ncc23)ccn1,22.56,active
CHEMBL3658757,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cn5cccc(C)c5n4)ncc23)ccn1,13.84,active
CHEMBL3658758,Cc1cc(-c2n[nH]c3cc(NC(=O)NCCc4cn[nH]c4)ncc23)ccn1,0.85,active
CHEMBL3658759,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cc5ccccc5cn4)ncc23)ccn1,7.659,active
CHEMBL3658760,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4CC(=O)Nc5ccc(F)cc54)ncc23)ccn1,8.465,active
CHEMBL3658761,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4nnc(-c5ccccc5)[nH]4)ncc23)ccn1,48.08,active
CHEMBL3658762,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC4(Nc5ccccc5)CCOCC4)ncc23)ccn1,1.131,active
CHEMBL3658763,Cc1cc(-c2n[nH]c3cc(NC(=O)NCCC(=O)Nc4ccccc4Br)ncc23)ccn1,2.065,active
CHEMBL3658764,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4CCc5ccncc5C4)ncc23)ccn1,5.418,active
CHEMBL3658765,Cc1cc(-c2n[nH]c3cc(NC(=O)NCCN4CCC(c5ccccc5)C4)ncc23)ccn1,20.04,active
CHEMBL3658766,Cc1cc(-c2n[nH]c3cc(NC4NC(c5ccc(Cl)cc5)CC(C)O4)ncc23)ccn1,12.77,active
CHEMBL3658767,Cc1cc(-c2n[nH]c3cc(NC4NC(c5ccc(Cl)cc5)CC(C)(C)O4)ncc23)ccn1,53.47,active
CHEMBL3658768,CCC(C)C(NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1)c1ccc(Cl)cc1,11.07,active
CHEMBL3658769,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@@H]4CN[C@H](c5ccccc5)C4)ncc23)ccn1,14.24,active
CHEMBL3658770,CCN(CC)CCC(NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1)c1ccccc1,1.065,active
CHEMBL3658771,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4CC(=O)Nc5ccccc54)ncc23)ccn1,5.725,active
CHEMBL3658772,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4nc5ccccc5[nH]4)ncc23)ccn1,1.999,active
CHEMBL3658773,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC4CNC(c5ccccc5)C4)ncc23)ccn1,5.693,active
CHEMBL3658774,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC4CCN(Cc5ccccc5)C4)ncc23)ccn1,2.646,active
CHEMBL3658775,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@@H](C)c4ccc(F)c(F)c4)ncc23)ccn1,34.14,active
CHEMBL3658776,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H](C)c4ccc(F)c(F)c4)ncc23)ccn1,0.3033,active
CHEMBL3658777,CC[C@H](NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1)c1ccc(Cl)cc1,39.23,active
CHEMBL3658778,CC[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1)c1ccc(Cl)cc1,0.7549,active
CHEMBL3658779,COC[C@H](NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1)c1ccccn1,19.97,active
CHEMBL3658780,COC[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1)c1ccccn1,0.7803,active
CHEMBL3658781,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4scnc4C)ncc23)ccn1,2.747,active
CHEMBL3658782,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cc[nH]n4)ncc23)ccn1,2.717,active
CHEMBL3658783,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cn[nH]c4)ncc23)ccn1,2.552,active
CHEMBL3658784,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cnn(C)c4)ncc23)ccn1,4.35,active
CHEMBL3658785,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ncn[nH]4)ncc23)ccn1,5.419,active
CHEMBL3658786,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cnsc4)ncc23)ccn1,0.594,active
CHEMBL3658787,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ncnn4C)ncc23)ccn1,2.552,active
CHEMBL3658788,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cnsn4)ncc23)ccn1,0.3229,active
CHEMBL3658789,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ncon4)ncc23)ccn1,5.665,active
CHEMBL3658790,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ncc[nH]4)ncc23)ccn1,1.359,active
CHEMBL3658791,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4nccn4C)ncc23)ccn1,1.455,active
CHEMBL3658792,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccns4)ncc23)ccn1,1.117,active
CHEMBL3658793,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cncs4)ncc23)ccn1,2.768,active
CHEMBL3658794,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4c[nH]nn4)ncc23)ccn1,2.518,active
CHEMBL3658795,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cscn4)ncc23)ccn1,0.7445,active
CHEMBL3658796,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ncco4)ncc23)ccn1,2.973,active
CHEMBL3658797,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cnc(C)s4)ncc23)ccn1,1.142,active
CHEMBL3658798,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccno4)ncc23)ccn1,1.082,active
CHEMBL3658799,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4nccs4)ncc23)ccn1,2.141,active
CHEMBL3658800,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cnoc4)ncc23)ccn1,1.949,active
CHEMBL3658801,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4nncs4)ncc23)ccn1,6.596,active
CHEMBL3658802,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccccc4Cl)ncc23)ccn1,1.296,active
CHEMBL3658803,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4c(F)cccc4Cl)ncc23)ccn1,0.4685,active
CHEMBL3658804,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccccc4OC(F)F)ncc23)ccn1,0.3088,active
CHEMBL3658805,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccccc4F)ncc23)ccn1,0.8152,active
CHEMBL3658806,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccc(Cl)cc4Cl)ncc23)ccn1,11.81,active
CHEMBL3658807,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4c(C)cccc4Cl)ncc23)ccn1,1.116,active
CHEMBL3658808,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccc(C#N)cc4)ncc23)ccn1,3.735,active
CHEMBL3658809,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cccnn4)ncc23)ccn1,3.301,active
CHEMBL3658810,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ncccc4F)ncc23)ccn1,2.621,active
CHEMBL3658811,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ncccc4Cl)ncc23)ccn1,0.8272,active
CHEMBL3658812,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cncnc4)ncc23)ccn1,3.729,active
CHEMBL3658813,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ncc(F)cc4F)ncc23)ccn1,1.912,active
CHEMBL3658814,Cc1cc(-c2n[nH]c3cc(NC(=O)NCCOC(C)C)ncc23)ccn1,2.144,active
CHEMBL3658815,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H](C(=O)O)C(C)C)ncc23)ccn1,2244.0,intermediate
CHEMBL3658816,Cc1cc(-c2n[nH]c3cc(NC(=O)NCCOc4ccccc4)ncc23)ccn1,1.625,active
CHEMBL3639576,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@@H](C)C(=O)O)ncc23)ccn1,236.7,active
CHEMBL3658817,COC(=O)[C@H](C)NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1,520.4,active
CHEMBL3658818,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H]4CCOC4=O)ncc23)ccn1,252.7,active
CHEMBL3658819,COC(=O)C(NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1)C(F)(F)F,31.15,active
CHEMBL3658820,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC4CCCO4)ncc23)ccn1,8.455,active
CHEMBL3658821,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC4COc5ccccc5O4)ncc23)ccn1,2.74,active
CHEMBL3658822,COC(=O)[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1)C(C)C,159.7,active
CHEMBL3658823,COC(=O)[C@@H](C)NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1,31.16,active
CHEMBL3658824,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC(=O)O)ncc23)ccn1,356.1,active
CHEMBL3658825,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC4(C)CCCO4)ncc23)ccn1,1.584,active
CHEMBL3658826,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC4COCCO4)ncc23)ccn1,3.572,active
CHEMBL3658827,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4COC4)ncc23)ccn1,320.3,active
CHEMBL3658828,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC4CNC(=O)O4)ncc23)ccn1,2.81,active
CHEMBL3658829,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4COc5ccccc5C4)ncc23)ccn1,1.253,active
CHEMBL3658830,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4CCCOC4)ncc23)ccn1,8.616,active
CHEMBL3658831,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC4CCCCO4)ncc23)ccn1,1.207,active
CHEMBL3658832,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cc(C)on4)ncc23)ccn1,4.117,active
CHEMBL3658833,CCn1cc(CNC(=O)Nc2cc3[nH]nc(-c4ccnc(C)c4)c3cn2)cn1,10.2,active
CHEMBL3658834,COc1cc(CNC(=O)Nc2cc3[nH]nc(-c4ccnc(C)c4)c3cn2)on1,11.09,active
CHEMBL3658835,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4nc(N)cs4)ncc23)ccn1,2.695,active
CHEMBL3658836,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4nnc(C)s4)ncc23)ccn1,33.68,active
CHEMBL3658837,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccsc4)ncc23)ccn1,0.3845,active
CHEMBL3658838,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccsn4)ncc23)ccn1,0.5869,active
CHEMBL3658839,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4nc(C)cs4)ncc23)ccn1,2.614,active
CHEMBL3658840,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccc(Cl)cn4)ncc23)ccn1,6.012,active
CHEMBL3658841,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccccn4)ncc23)ccn1,3.024,active
CHEMBL3658842,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ncccc4C)ncc23)ccn1,1.221,active
CHEMBL3658843,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@@H](CN(C)C)c4ccccc4)ncc23)ccn1,10.84,active
CHEMBL3658844,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H](CN(C)C)c4ccccc4)ncc23)ccn1,0.2904,active
CHEMBL3658845,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H](CN)c4ccccc4)ncc23)ccn1,0.1524,active
CHEMBL3658846,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC4CCO4)ncc23)ccn1,376.2,active
CHEMBL3658847,COc1cccc(F)c1CNC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1,0.3067,active
CHEMBL3658848,COC[C@H](NC(=O)Nc1cc2[nH]nc(-c3ccc(F)cc3)c2cn1)c1ccccn1,23.52,active
CHEMBL3658849,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ncc(Cl)cc4F)ncc23)ccn1,10.13,active
CHEMBL3658850,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4csc5ccc(Cl)cc45)ncc23)ccn1,5.853,active
CHEMBL3658851,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4CNCc5ccccc54)ccc23)ccn1,1.201,active
CHEMBL3658852,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@@H]4c5ccccc5C[C@H]4N(C)C)ncc23)ccn1,11.29,active
CHEMBL3662947,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cnccc4C)ncc23)ccn1,1.413,active
CHEMBL3662948,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4(CN)CCc5cc(F)ccc54)ncc23)ccn1,25.97,active
CHEMBL3662949,Cc1cc(-c2n[nH]c3cc(NC(=O)Nc4noc5cccnc45)ncc23)ccn1,0.4285,active
CHEMBL3662950,COC[C@H](Cc1ccccc1)NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1,4.339,active
CHEMBL3662951,COc1ncccc1CNC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1,0.6076,active
CHEMBL3662952,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(C)c4cscn4)ncc23)ccn1,1.411,active
CHEMBL3662953,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(C)c4ccno4)ncc23)ccn1,1.533,active
CHEMBL3662954,Cc1ccnc(C(C)NC(=O)Nc2cc3[nH]nc(-c4ccnc(C)c4)c3cn2)c1,2.823,active
CHEMBL3662955,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(C)c4ccc(F)nc4)ncc23)ccn1,1.344,active
CHEMBL3662956,COC[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc(F)cc3)c2cn1)c1ccccn1,0.778,active
CHEMBL3662957,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4CNc5ccccc5C4)ncc23)ccn1,0.9578,active
CHEMBL3662958,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4csc5ccccc45)ncc23)ccn1,1.309,active
CHEMBL3662959,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H](C)c4ccc(F)cn4)ncc23)ccn1,0.8579,active
CHEMBL3662960,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4CCc5nc(N)sc5C4)ncc23)ccn1,1.356,active
CHEMBL3662961,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4CCc5cccnc5C4)ncc23)ccn1,0.8648,active
CHEMBL3662962,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4CCc5[nH]ncc5C4)ncc23)ccn1,0.805,active
CHEMBL3662963,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4CCc5[nH]nc(C)c5C4)ncc23)ccn1,0.7618,active
CHEMBL3662964,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccc[n+]([O-])c4)ncc23)ccn1,11.58,active
CHEMBL3662965,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(c4cccnc4)C(F)F)ncc23)ccn1,3.071,active
CHEMBL3662966,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cnccc4C(F)(F)F)ncc23)ccn1,3.661,active
CHEMBL3662967,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cnc(F)cc4Cl)ncc23)ccn1,1.199,active
CHEMBL3662968,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccc(F)cc4C(F)(F)F)ncc23)ccn1,2.939,active
CHEMBL3662969,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccc(F)cc4F)ncc23)ccn1,1.561,active
CHEMBL3662970,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4c(C)cc(Cl)cc4Cl)ncc23)ccn1,2.868,active
CHEMBL3662971,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccc(Cl)cc4C)ncc23)ccn1,2.454,active
CHEMBL3662972,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccc(F)cn4)ncc23)ccn1,2.346,active
CHEMBL3662973,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ncc(F)cc4Cl)ncc23)ccn1,0.7607,active
CHEMBL3662974,CNC(=O)c1cc(F)ccc1CNC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1,5.185,active
CHEMBL3639618,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4c(F)cc(F)cc4F)ncc23)ccn1,0.9623,active
CHEMBL3662975,COc1cc(F)ccc1CNC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1,0.4398,active
CHEMBL3662976,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccc(Cl)cc4F)ncc23)ccn1,3.306,active
CHEMBL3662977,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(CN)c4ccc(F)cc4)ncc23)ccn1,0.357,active
CHEMBL3662978,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccccc4OC(F)(F)F)ncc23)ccn1,0.6051,active
